Crash ID,Crash Date,Crash Time,Severity,Crash Type,Pedestrians,Pedestrian Casualties,Reported Location,Location,
1080411,17-02-2014,14:20,Property Damage Only,Struck pedestrian (Off Road),1,0,Fyshwick,"(-35.325769, 149.166889)",
1073384,09-02-2013,19:15,Injury,Struck pedestrian (On Road),1,1,Palmerston,"(-35.193652, 149.125262)",
1129178,24-02-2016,16:20,Injury,Struck pedestrian (On Road),1,1,Canberra City,"(-35.278067, 149.126379)",
1130648,14-03-2015,11:38,Property Damage Only,Struck pedestrian (On Road),1,0,O'Connor,"(-35.443581, 149.112317)",
1114525,30-05-2015,14:55,Injury,Struck pedestrian (On Road),1,1,Bruce,"(-35.245717, 149.095277)",
1047758,26-10-2012,18:00,Property Damage Only,Struck pedestrian (On Road),1,0,Weston,"(-35.341776, 149.052288)",
1145041,07-10-2016,08:45,Injury,Struck pedestrian (On Road),1,1,Greenway,"(-35.354768, 149.091489)",
1051952,20-12-2012,07:00,Injury,Struck pedestrian (On Road),1,1,Conder,"(-35.457657, 149.102602)",
1029619,02-03-2012,11:40,Injury,Right angle collision,1,1,Griffith,"(-35.319931, 149.131241)",
1150667,26-12-2016,17:25,Injury,Struck pedestrian (On Road),1,1,PHILLIP,"(-35.348621, 149.105789)",
1138255,30-06-2016,12:50,Property Damage Only,Struck pedestrian (On Road),1,0,Canberra City,"(-35.278534, 149.130342)",
1203861,27-03-2019,15:50,Injury,Struck pedestrian (Off Road),1,1,Harrison,"(-35.188503, 149.158858)",
1210046,25-06-2019,09:05,Injury,Struck pedestrian (Off Road),1,1,Bonner,"(-35.157161, 149.137146)",
1108216,28-03-2015,09:00,Property Damage Only,Struck pedestrian (On Road),1,0,CHARNWOOD ,"(-35.199627, 149.034406)",
1050490,28-11-2012,17:47,Injury,Struck pedestrian (On Road),1,0,WODEN,"(-35.359373, 149.101935)",
1104731,09-01-2015,15:10,Injury,Struck pedestrian (On Road),1,1,Conder,"(-35.464535, 149.106279)",
1147477,01-11-2016,12:45,Property Damage Only,Struck pedestrian (On Road),1,0,Griffith,"(-35.314994, 149.140979)",
1101068,18-12-2014,11:05,Injury,Struck pedestrian (Off Road),1,1,Wanniassa,"(-35.400006, 149.08682)",
1206487,28-04-2019,21:20,Property Damage Only,Struck pedestrian (On Road),1,0,GUNGAHLIN,"(-35.221455, 149.146293)",
1210045,25-06-2019,08:15,Property Damage Only,Struck pedestrian (On Road),1,0,Hughes,"(-35.343898, 149.098531)",
1032867,16-04-2012,11:20,Injury,Struck pedestrian (On Road),1,1,Kaleen,"(-35.218589, 149.103494)",
1121520,24-09-2015,08:40,Injury,Struck pedestrian (Off Road),1,1,Griffith,"(-35.329583, 149.123745)",
1039779,05-04-2012,17:30,Injury,Struck pedestrian (On Road),1,1,PHILLIP,"(-35.348789, 149.084257)",
1101238,24-12-2014,14:15,Injury,Struck pedestrian (On Road),1,1,PHILLIP,"(-35.344628, 149.084684)",
1070628,14-09-2013,07:58,Property Damage Only,Struck pedestrian (On Road),1,0,Belconnen,"(-35.247965, 149.067545)",
1084774,16-04-2014,17:00,Injury,Struck pedestrian (On Road),1,0,BRADDON,"(-35.280328, 149.128937)",
1026849,28-01-2012,10:30,Injury,Struck pedestrian (On Road),1,1,O'Connor,"(-35.260511, 149.132038)",
1132759,16-04-2016,18:42,Property Damage Only,Struck pedestrian (On Road),1,0,Belconnen,"(-35.238953, 149.070307)",
1087660,03-05-2014,16:38,Injury,Struck pedestrian (On Road),1,1,Harrison,"(-35.231865, 149.144931)",
1198583,20-12-2018,16:30,Injury,Struck pedestrian (On Road),1,1,WODEN,"(-35.372886, 149.114595)",
1120227,29-09-2015,18:50,Injury,Struck pedestrian (On Road),1,1,BRADDON,"(-35.277449, 149.134532)",
1203232,18-03-2019,15:05,Injury,Struck pedestrian (On Road),1,1,WODEN,"(-35.224358, 149.038099)",
1032511,13-04-2012,14:36,Injury,Struck pedestrian (On Road),1,1,Acton,"(-35.275692, 149.129686)",
1146187,12-10-2016,16:40,Property Damage Only,Struck pedestrian (Off Road),1,0,Wanniassa,"(-35.406792, 149.079122)",
1208754,06-06-2019,15:25,Injury,Struck pedestrian (On Road),1,1,CURTIN,"(-35.326199, 149.086682)",
1136873,27-05-2016,17:35,Property Damage Only,Struck pedestrian (On Road),1,0,BRADDON,"(-35.270316, 149.130454)",
1079698,20-11-2013,08:10,Property Damage Only,Struck pedestrian (On Road),1,0,Ainslie,"(-35.279328, 149.135622)",
1062108,08-05-2013,15:05,Injury,Struck pedestrian (On Road),1,1,Richardson,"(-35.42788, 149.11567)",
1037077,15-06-2012,19:20,Property Damage Only,Struck pedestrian (On Road),1,0,Wanniassa,"(-35.405022, 149.098403)",
1207571,15-11-2018,18:56,Injury,Struck pedestrian (Off Road),1,1,DICKSON,"(-35.250934, 149.137704)",
1211509,16-07-2019,17:35,Injury,Struck pedestrian (On Road),1,1,TUGGERANONG,"(-35.298515, 149.150831)",
1040221,25-07-2012,16:19,Injury,Struck pedestrian (On Road),1,1,BRADDON,"(-35.270307, 149.130366)",
1175553,31-12-2017,16:00,Injury,Struck pedestrian (On Road),1,1,CURTIN,"(-35.325722, 149.082685)",
1207320,10-05-2019,16:30,Property Damage Only,Struck pedestrian (On Road),1,0,Weston,"(-35.341457, 149.052288)",
1207308,30-05-2018,18:30,Injury,Struck pedestrian (Off Road),1,1,Griffith,"(-35.319229, 149.13894)",
1096692,09-10-2014,12:05,Injury,Struck pedestrian (Off Road),1,0,Watson,"(-35.236125, 149.143445)",
1204608,31-03-2019,12:00,Injury,Struck pedestrian (On Road),1,1,Kambah,"(-35.379997, 149.057395)",
1048768,08-11-2012,16:54,Property Damage Only,Struck pedestrian (On Road),1,0,Canberra City,"(-35.279109, 149.125873)",
1077372,22-11-2013,12:45,Injury,Struck pedestrian (On Road),1,1,Wright,"(-35.325634, 149.03914)",
1244108,24-03-2021,17:52,Property Damage Only,Struck pedestrian (On Road),1,0,Canberra City,"(-35.278394, 149.129051)",
1244833,14-04-2021,11:04,Injury,Struck pedestrian (On Road),1,1,Greenway,"(-35.420355, 149.067903)",
1054450,01-02-2013,02:30,Injury,Struck pedestrian (Off Road),1,1,BARTON,"(-35.211303, 149.110757)",
1249045,11-03-2021,13:00,Injury,Struck pedestrian (Off Road),1,1,Narrabundah,"(-35.331581, 149.154687)",
1239035,23-12-2020,10:00,Injury,Struck pedestrian (On Road),1,1,Belconnen,"(-35.239783, 149.060975)",
1237837,09-11-2020,09:30,Injury,Struck pedestrian (Off Road),1,1,Kingston,"(-35.317527, 149.140087)",
1249042,12-02-2021,19:16,Property Damage Only,Struck pedestrian (On Road),1,0,DICKSON,"(-35.249489, 149.135573)",
1219054,14-11-2019,08:30,Injury,Struck pedestrian (On Road),1,1,Lyneham,"(-35.25252, 149.124517)",
1174237,03-12-2017,12:30,Property Damage Only,Struck pedestrian (On Road),1,0,Belconnen,"(-35.24511, 149.064683)",
1234611,08-10-2020,09:15,Property Damage Only,Struck pedestrian (Off Road),2,0,BARTON,"(-35.306421, 149.133432)",
1249996,01-07-2021,16:30,Property Damage Only,Struck pedestrian (On Road),1,0,Greenway,"(-35.415882, 149.06781)",
1244762,20-11-2020,21:30,Injury,Struck pedestrian (On Road),1,1,BRADDON,"(-35.27477, 149.132538)",
1236284,07-11-2020,15:30,Injury,Struck pedestrian (On Road),1,1,Griffith,"(-35.325872, 149.153929)",
1247769,23-05-2021,20:25,Property Damage Only,Struck pedestrian (On Road),1,0,Downer,"(-35.248715, 149.136173)",
1247764,15-05-2021,18:30,Injury,Struck pedestrian (On Road),1,1,Bruce,"(-35.240288, 149.091503)",
1243682,27-02-2021,15:20,Property Damage Only,Struck pedestrian (On Road),1,0,Canberra City,"(-35.280815, 149.132298)",
1245863,14-03-2021,19:00,Injury,Struck pedestrian (Off Road),1,1,TUGGERANONG,"(-35.294877, 149.143195)",
1236487,02-11-2020,20:26,Injury,Struck pedestrian (On Road),1,1,Campbell,"(-35.291231, 149.144376)",
1239659,03-01-2021,14:15,Injury,Struck pedestrian (On Road),1,1,Weston,"(-35.341457, 149.052288)",
1247491,22-05-2021,10:10,Property Damage Only,Struck pedestrian (Off Road),1,0,Hawker,"(-35.250555, 149.041628)",
1245869,21-04-2021,14:00,Injury,Struck pedestrian (On Road),1,1,Narrabundah,"(-35.324787, 149.155669)",
1232892,28-08-2020,16:20,Property Damage Only,Struck pedestrian (On Road),1,0,Florey,"(-35.226012, 149.054495)",
1249582,18-06-2021,14:50,Injury,Struck pedestrian (On Road),1,1,GUNGAHLIN,"(-35.186254, 149.13453)",
1235773,01-11-2020,00:44,Property Damage Only,Struck pedestrian (On Road),1,0,Canberra City,"(-35.279563, 149.128959)",
1248099,28-05-2021,17:45,Injury,Struck pedestrian (On Road),1,1,Belconnen,"(-35.23855, 149.076548)",
1246095,03-05-2021,09:50,Property Damage Only,Struck pedestrian (On Road),1,0,Wanniassa,"(-35.404141, 149.098226)",
1247496,24-05-2021,10:40,Injury,Struck pedestrian (On Road),1,1,Holt,"(-35.223569, 149.036927)",
1241472,10-12-2020,09:30,Injury,Struck pedestrian (On Road),1,1,Franklin,"(-35.210181, 149.138502)",
1241698,31-07-2020,09:50,Injury,Struck pedestrian (Off Road),1,1,Conder,"(-35.457557, 149.093305)",
1241705,19-11-2020,23:30,Injury,Struck pedestrian (On Road),1,1,Kingston,"(-35.310927, 149.145175)",
1243374,22-06-2020,18:30,Injury,Struck pedestrian (On Road),1,1,Kaleen,"(-35.333956, 149.326601)",
1242690,02-03-2021,08:10,Property Damage Only,Struck pedestrian (On Road),2,0,Lyneham,"(-35.244336, 149.127097)",
1243996,19-03-2021,10:38,Property Damage Only,Struck pedestrian (On Road),1,0,PHILLIP,"(-35.351851, 149.088881)",
1220320,06-12-2019,13:45,Property Damage Only,Struck pedestrian (On Road),1,0,Greenway,"(-35.421525, 149.072103)",
1244589,14-09-2020,15:00,Property Damage Only,Struck pedestrian (Off Road),1,0,Richardson,"(-35.416704, 149.135105)",
1246439,03-05-2021,16:30,Injury,Struck pedestrian (Off Road),1,1,Canberra City,"(-35.277991, 149.132638)",
1235815,12-10-2020,10:20,Injury,Struck pedestrian (On Road),1,1,Greenway,"(-35.415503, 149.067522)",
1214808,09-09-2019,16:40,Injury,Struck pedestrian (Off Road),1,1,Wright,"(-35.318647, 149.035378)",
1236737,29-10-2020,08:45,Injury,Struck pedestrian (On Road),1,1,Greenway,"(-35.371915, 149.092772)",
1241946,26-02-2021,09:35,Property Damage Only,Struck pedestrian (On Road),1,0,Turner,"(-35.263778, 149.124979)",
1105134,24-03-2014,15:00,Property Damage Only,Struck pedestrian (On Road),1,0,Nicholls,"(-35.179959, 149.133913)",
1240149,18-12-2020,19:37,Injury,Struck pedestrian (On Road),1,1,Canberra City,"(-35.276049, 149.132209)",
1235981,02-11-2020,10:35,Injury,Struck pedestrian (On Road),1,1,Acton,"(-35.276399, 149.125554)",
1241714,15-02-2021,19:09,Injury,Struck pedestrian (On Road),1,1,Belconnen,"(-35.237486, 149.06286)",
1243056,24-02-2021,11:45,Injury,Struck pedestrian (On Road),1,1,DICKSON,"(-35.249719, 149.136991)",
1247101,16-05-2021,16:30,Injury,Struck pedestrian (On Road),1,1,Fisher,"(-35.363361, 149.055488)",
1249697,23-06-2021,12:40,Injury,Struck pedestrian (On Road),1,1,Belconnen,"(-35.242407, 149.059298)",
1236673,16-11-2020,09:15,Injury,Struck pedestrian (Off Road),1,1,Canberra City,"(-35.279727, 149.125324)",
1250708,06-07-2021,07:00,Injury,Struck pedestrian (On Road),1,1,Red hill,"(-35.442848, 149.129881)",
1244842,15-04-2021,19:25,Property Damage Only,Struck pedestrian (On Road),1,0,Harrison,"(-35.200757, 149.161191)",
1248633,07-06-2021,18:42,Property Damage Only,Struck pedestrian (On Road),1,0,Canberra City,"(-35.27971, 149.12534)",
1247309,20-05-2021,13:30,Injury,Struck pedestrian (On Road),1,1,Canberra City,"(-35.280014, 149.126728)",
